"","region","RegionId","Time","Unit","Value","variable","Category"
"46302","Shevroys (Salem)",NA,"2011","Hectares",100,"Planted Area of Coffee","Robusta"
"46303","Shevroys (Salem)",NA,"2012","Hectares",100,"Planted Area of Coffee","Robusta"
"46719","Shevroys (Salem)",NA,"2012","Million tonnes",100,"Production of Coffee","Robusta"
"46720","Shevroys (Salem)",NA,"2013","Million tonnes",100,"Production of Coffee","Robusta"
"49149","Anamalais (Coimbatore)",NA,"2010","Hectares",338,"Planted Area of Coffee","Robusta"
"49150","Anamalais (Coimbatore)",NA,"2011","Hectares",338,"Planted Area of Coffee","Robusta"
"49151","Anamalais (Coimbatore)",NA,"2012","Hectares",369,"Planted Area of Coffee","Robusta"
"49567","Anamalais (Coimbatore)",NA,"2012","Million tonnes",500,"Production of Coffee","Robusta"
"49568","Anamalais (Coimbatore)",NA,"2013","Million tonnes",500,"Production of Coffee","Robusta"
"51997","Non Traditional Areas",NA,"2010","Hectares",268,"Planted Area of Coffee","Robusta"
"51998","Non Traditional Areas",NA,"2011","Hectares",268,"Planted Area of Coffee","Robusta"
"51999","Non Traditional Areas",NA,"2012","Hectares",268,"Planted Area of Coffee","Robusta"
"52415","Non Traditional Areas",NA,"2012","Million tonnes",85,"Production of Coffee","Robusta"
"52416","Non Traditional Areas",NA,"2013","Million tonnes",70,"Production of Coffee","Robusta"
"52511","Non Traditional Areas",NA,"2012","Hectares",268,"Bearing Area (ha.)","Robusta"
"52607","Non Traditional Areas",NA,"2012","KG/HA",317,"Productivity (kg/ha)","Robusta"
"54875","Andhra Pradesh & Odisha",NA,"2008","Hectares",268,"Planted Area of coffee under different size categories (<2 Hectares)","Robusta"
"55163","Andhra Pradesh & Odisha",NA,"2008","Hectares",268,"Planted Area of coffee under different size categories (Total in Hectares)","Robusta"
"57693","Andhra Pradesh","IN-AP","2010","Hectares",268,"Planted Area of Coffee","Robusta"
"57694","Andhra Pradesh","IN-AP","2011","Hectares",268,"Planted Area of Coffee","Robusta"
"57695","Andhra Pradesh","IN-AP","2012","Hectares",267.92,"Planted Area of Coffee","Robusta"
"58111","Andhra Pradesh","IN-AP","2012","Million tonnes",85,"Production of Coffee","Robusta"
"58112","Andhra Pradesh","IN-AP","2013","Million tonnes",70,"Production of Coffee","Robusta"
"58207","Andhra Pradesh","IN-AP","2012","Hectares",268,"Bearing Area (ha.)","Robusta"
"58303","Andhra Pradesh","IN-AP","2012","KG/HA",317,"Productivity (kg/ha)","Robusta"
"60541","Odisha","IN-OR ","2010","Hectares",0,"Planted Area of Coffee","Robusta"
"60542","Odisha","IN-OR ","2011","Hectares",0,"Planted Area of Coffee","Robusta"
"63389","North Eastern Region",NA,"2010","Hectares",1382,"Planted Area of Coffee","Robusta"
"63390","North Eastern Region",NA,"2011","Hectares",1095,"Planted Area of Coffee","Robusta"
"63391","North Eastern Region",NA,"2012","Hectares",1103,"Planted Area of Coffee","Robusta"
"63419","North Eastern Region",NA,"2008","Hectares",1356,"Planted Area of coffee under different size categories (<2 Hectares)","Robusta"
"63707","North Eastern Region",NA,"2008","Hectares",1356,"Planted Area of coffee under different size categories (Total in Hectares)","Robusta"
"63807","North Eastern Region",NA,"2012","Million tonnes",75,"Production of Coffee","Robusta"
"63808","North Eastern Region",NA,"2013","Million tonnes",65,"Production of Coffee","Robusta"
"63903","North Eastern Region",NA,"2012","Hectares",717,"Bearing Area (ha.)","Robusta"
"63999","North Eastern Region",NA,"2012","KG/HA",105,"Productivity (kg/ha)","Robusta"
